4
500
210000,3,1,1700,1967
236000,3,1,1300,1961
331000,3,1.75,1080,1954
365000,3,2.5,2653,2006
450000,3,2,2290,1960
770000,4,2.75,3820,2014
455000,4,2.5,2210,1997
405000,3,1.75,2390,1908
304900,4,1.75,2600,1969
170000,2,1,860,1931
2050000,5,3,3830,1905
780000,4,2.5,3500,2005
330000,3,3,2420,1988
370000,4,2.5,2720,1992
467000,5,2.25,2500,1979
405000,3,1.75,1670,1980
675000,5,2.25,2900,1985
500000,2,1,1640,1954
389999,4,2.5,1890,1968
630000,4,1.75,2950,1975
360000,4,2.5,2160,1992
580000,4,3,3280,1986
550000,3,2,1970,1929
879000,4,2.5,3360,1994
265000,3,2,1320,1993
446500,3,2.5,2650,1990
404000,3,1.5,2030,1963
267500,3,1.75,1590,1957
3080000,4,5,4550,2002
335000,3,2.5,2440,1998
576000,3,2.5,1940,1948
208633,3,2.5,2040,2006
315000,3,2.25,2200,1964
725000,3,1.75,1920,1913
550000,4,2.75,1800,1965
610750,4,2.25,2180,1984
550700,2,1,1010,1908
665000,4,2.75,3320,1960
834000,4,2.5,2370,1928
201000,5,1.75,1660,1915
2380000,5,2.5,3650,1921
1380000,4,3.25,4290,1997
1400000,4,3.25,4290,1997
305000,4,2.25,1950,1979
487000,3,2,2590,1948
390000,3,2.5,1930,1988
548000,2,1,1470,1916
268750,4,1,800,1943
819900,5,2.75,3150,2013
520000,3,2.25,2030,1984
230000,3,2,1450,2003
240000,3,1.75,1510,1969
232000,2,1,1240,1922
240500,2,1,1240,1922
274975,3,2.5,3030,1987
740000,4,2,2050,1922
186375,3,1,1000,1952
790000,3,2.25,2370,1977
880000,4,3.5,2800,1951
279000,6,1.75,2240,1955
295000,3,2,1810,1991
640000,2,1,1070,1924
940000,4,2,2490,1968
260000,4,2.5,1960,2003
559900,3,2.75,2930,2004
791500,4,2,1510,1911
265000,3,1.75,1420,1954
245000,3,1.75,1740,1954
485000,4,1.75,2560,1962
684000,4,3.5,3040,2010
425000,3,1.75,2500,1957
309600,4,1.75,1275,1991
552250,4,2.5,2580,2002
165000,4,1,1000,1943
239900,4,1,1000,1943
320000,2,1,1070,1930
206600,3,2,1390,1987
387000,4,1.75,2500,1973
299000,1,0.75,560,1967
855000,4,2.75,2270,1965
315000,3,1,1900,1954
437500,2,1,990,1907
252000,4,1.5,1550,1969
375000,4,1.75,2200,1955
300000,4,2.5,1910,2005
420000,4,1,1750,1954
900000,3,1,1330,1928
679900,3,2.5,2440,2000
463000,3,2.5,1640,1992
380000,5,2.5,2760,1978
329500,4,2.5,1820,1994
604950,3,2.5,2110,2013
795000,5,2.5,3040,1966
465000,3,2,1840,1994
673000,4,2.5,2990,2002
810000,4,2.5,3520,1991
785000,4,2.75,2440,1989
338000,4,3,2090,1986
280000,3,2.25,1430,1993
315000,4,2.25,2180,1954
530000,4,2.25,2180,1954
380000,5,3,3450,2004
297000,3,2.25,1450,1994
730000,4,2.5,3230,2004
450000,3,1.75,1640,1940
275000,3,3,1590,1997
595000,4,2,2020,1960
435000,3,1.5,1300,1904
270000,2,1.5,1380,1954
950000,3,3,4040,1986
389000,4,2.25,2130,2001
560000,4,2.25,2550,1968
1350000,5,3.5,4800,1998
799000,4,2.25,2510,1969
365500,3,2,1410,1983
252350,3,2,1650,1979
403950,4,2.5,2120,1993
385000,4,1.5,2040,1954
345000,4,1,1550,1957
490000,3,2.75,1980,1979
330000,3,2.5,1600,2005
927000,4,2.75,3300,1953
1120000,4,2.5,3840,1983
330000,2,1,1220,1950
530000,5,2.25,2720,1958
365000,4,2,1940,1962
378750,3,2.5,2160,1909
269900,4,1.75,1530,1968
557000,3,3.5,1710,2008
360000,4,1.75,3730,1974
352000,2,1,940,1937
437000,3,2.5,1750,1994
322500,4,2.5,1820,1994
650000,3,3.25,1510,2001
450000,3,2,1290,2001
278500,3,2,1570,1998
364950,4,2.5,1930,1995
840000,4,3.5,2840,1986
268000,3,2.5,1550,1991
517534,2,1,833,2006
632925,3,2.5,2990,1978
577500,3,2.5,2000,1995
339000,4,1.5,2390,1920
570000,3,1.75,2910,1967
563500,4,1.75,2085,1964
423000,4,2.25,2200,1962
355000,3,2.25,1860,2012
1550000,5,4.25,6070,1999
482000,2,1,950,1941
625000,3,1.75,1600,1955
538000,3,2.5,2250,1988
380000,3,2.5,2280,1985
375000,2,1,940,1909
245000,3,2.5,1530,1996
310000,5,1.75,2190,1947
1300000,3,2,2350,1976
397000,4,2,1440,1971
365000,3,2.5,2200,2005
328500,4,3,2290,1990
988000,4,3,4040,1987
1000000,4,2.5,2610,1922
237000,3,2.5,1490,2005
525000,4,2.5,2450,2003
749000,4,2.5,1710,1976
722500,5,2.5,4870,1983
843000,3,2.5,3130,1991
438000,2,2,1270,2000
578000,3,1.75,2120,1977
227950,3,1.5,1670,1954
196000,3,2.25,2070,1974
641000,2,1,1420,1953
350000,3,1.5,1250,1980
205000,3,1,940,1960
400000,3,1.75,1920,1968
1030000,3,2.5,3545,2005
505000,3,2,1260,1972
475000,5,2.5,2340,1975
520000,3,2.25,2590,1977
1450000,3,4.5,3970,1977
333500,3,1.75,1220,1965
232000,3,1,1400,1976
691100,3,2.75,2360,1983
811000,3,1.75,1870,1960
551000,3,2.5,2830,2001
496500,3,2.5,2260,1994
705000,3,3,1970,1980
578000,4,2.5,3140,1966
255000,3,1.75,1240,1986
1050000,4,3.5,3450,2007
348000,3,2.25,2570,1989
230000,3,2,1510,1985
359500,4,2.25,2390,1988
330000,3,1,980,1953
80000,1,0.75,430,1912
465000,3,1.75,1480,1954
325000,4,2.5,1850,1997
340500,3,2,2270,1947
342500,3,2.5,1810,1993
290900,2,2,1610,1930
868700,3,4.25,3840,2000
1200000,4,2.75,4110,1928
1150000,4,3.25,4190,2000
859900,4,2.75,3390,2011
520000,4,2.25,1890,2003
460000,3,2.5,1610,2005
438924,3,1.5,1050,1949
315000,2,1,630,1918
590000,4,2.75,2910,1975
378500,4,1.75,1700,1955
328500,3,2.5,1950,1990
849950,3,3,2990,1973
525000,3,1.5,1350,1950
1390000,4,3.25,4860,1993
295000,4,2.5,2160,1978
1070000,6,3.5,4860,1998
207950,2,2,890,1917
699900,4,2.75,2810,2002
1280000,5,2.5,3400,1977
452000,4,1.5,1580,1963
370000,3,2,1680,1987
232000,3,1.75,1300,1968
669950,5,2.5,2820,1960
397500,3,2,1510,1972
490000,2,2.5,1230,2004
725000,4,2,2110,1925
299000,3,2.75,3080,1958
625000,2,1.5,1490,1900
437500,3,2.5,2120,2000
