2
10000
1300000,3,2350
397000,4,1440
365000,3,2200
328500,4,2290
988000,4,4040
1000000,4,2610
237000,3,1490
525000,4,2450
749000,4,1710
722500,5,4870
843000,3,3130
438000,2,1270
578000,3,2120
227950,3,1670
196000,3,2070
641000,2,1420
350000,3,1250
205000,3,940
400000,3,1920
1030000,3,3545
505000,3,1260
475000,5,2340
520000,3,2590
1450000,3,3970
333500,3,1220
232000,3,1400
691100,3,2360
811000,3,1870
551000,3,2830
496500,3,2260
705000,3,1970
578000,4,3140
255000,3,1240
1050000,4,3450
348000,3,2570
230000,3,1510
359500,4,2390
330000,3,980
80000,1,430
465000,3,1480
325000,4,1850
340500,3,2270
342500,3,1810
290900,2,1610
868700,3,3840
1200000,4,4110
1150000,4,4190
859900,4,3390
520000,4,1890
460000,3,1610
438924,3,1050
315000,2,630
590000,4,2910
378500,4,1700
328500,3,1950
849950,3,2990
525000,3,1350
1390000,4,4860
295000,4,2160
1070000,6,4860
207950,2,890
699900,4,2810
1280000,5,3400
452000,4,1580
370000,3,1680
232000,3,1300
669950,5,2820
397500,3,1510
490000,2,1230
725000,4,2110
299000,3,3080
625000,2,1490
437500,3,2120
650000,4,3180
475000,2,1490
342000,3,1930
1200000,4,2770
280000,3,1670
240000,2,1330
529000,3,1210
442000,3,1190
615000,2,1540
1490000,4,4030
585000,4,2430
480000,4,2600
1100000,5,4410
290000,4,1330
615000,3,1900
300000,2,1100
308000,3,1980
750000,3,2400
2250000,4,4760
890000,4,3180
288000,3,1190
190000,2,630
515000,5,2530
235000,4,1690
275000,2,940
727500,2,1240
650000,4,3040
1600000,6,6050
365000,4,1590
662000,3,2500
270500,3,1780
200000,2,1360
970000,4,4740
160000,3,1010
204000,3,1040
358000,3,1610
452000,4,1570
595000,2,1510
249000,3,1360
346900,4,1970
2130000,3,5403
280000,4,1560
318888,4,2320
530000,3,2120
375000,3,2120
910000,4,3350
782000,4,2380
259950,2,1070
315000,4,2300
215000,2,1320
705000,3,2180
1450000,3,4380
451000,3,1790
261000,2,750
396000,3,1300
725000,4,2990
1950000,7,4640
238000,4,1400
750000,6,2750
331500,4,2050
460000,4,2230
404950,4,2340
880000,3,2870
863000,4,4120
638700,3,2080
435000,3,1840
260000,3,1180
671500,5,2160
610000,3,1180
405000,2,1160
338900,4,1830
720000,4,3200
442000,5,2560
650000,5,2550
263500,3,1330
300000,2,1220
266000,3,1805
930000,4,6050
530000,4,2320
180000,3,1384
619000,3,2720
264000,3,1820
730000,2,2130
439000,4,2060
268500,4,1420
330000,3,1510
640000,3,2160
900000,3,3180
370000,3,2110
685000,3,2060
505000,3,1830
265000,3,1820
290000,3,1610
296000,4,1780
360000,4,1840
240500,3,1460
372500,2,1400
595000,3,3370
515000,4,3590
1220000,4,3200
507000,2,1670
399950,4,2420
185000,3,1430
460000,3,1440
435500,3,1450
469000,4,3550
531000,2,1270
443500,2,940
223000,3,1670
590000,4,3100
340000,2,1100
650000,3,1870
533600,3,1930
695000,3,2540
242000,3,1280
425000,3,1820
525000,3,1490
485000,3,1880
175000,3,1250
210000,3,1440
260000,3,1920
577000,3,2060
200000,3,1210
605000,2,1760
325000,3,990
289500,3,960
559950,3,1660
1040000,3,1900
543500,3,1270
480000,4,3250
218000,3,960
565000,2,1330
426700,3,2080
650000,3,2690
542000,2,890
415000,3,1070
214000,3,1200
245000,3,1360
314500,3,2050
1120000,3,3000
378000,2,1300
305000,4,2250
595000,5,3740
729500,3,1660
430000,3,2360
240000,3,1760
545000,3,1680
530000,3,1320
157000,1,870
425000,4,1260
220000,3,1000
521000,4,2020
325000,3,1920
597500,3,2150
337000,3,1470
1000000,3,3180
3070000,3,3930
495000,3,990
748000,4,2770
888000,3,1250
269900,3,1140
496500,4,2250
475000,3,1640
312000,3,1255
323000,3,1290
331000,3,1300
306000,3,1220
655000,4,2630
290000,3,1950
1250000,4,3160
460000,3,1550
435000,4,1700
664000,4,2510
865000,4,1800
385000,3,1800
497000,3,1870
280000,2,1010
188000,2,1120
478500,3,2090
1150000,4,4370
222000,3,1440
799000,4,2580
609900,4,3190
413000,4,2380
400000,4,1420
802541,5,2990
320000,3,2680
507000,4,2730
387500,3,1220
396000,3,1500
373000,3,1830
1480000,5,4570
359900,4,2470
410000,2,800
690000,4,2900
245000,3,1410
700000,5,2830
268000,4,1680
225000,3,1760
980000,4,2240
795000,2,1380
195000,2,820
480000,4,2180
485000,4,1400
130000,2,880
325000,2,1060
440000,3,1530
550000,4,2480
310000,3,1490
530000,3,3660
390000,4,2340
243000,3,1450
639000,4,2210
215000,4,1130
405000,5,1550
250000,4,1710
405500,3,1010
452000,6,2660
730000,6,2660
267000,3,1300
289950,3,1670
565000,2,960
1580000,4,4670
636000,3,2140
350000,5,2520
320000,3,1650
210000,2,1440
245000,2,1050
328000,3,1470
985000,4,4230
501000,3,1970
315000,3,1540
403000,3,2090
550000,3,2380
347500,4,2156
365000,4,2070
588000,3,1910
605000,3,1920
1300000,3,3400
233000,3,1400
360000,4,2210
459000,2,1170
740000,3,2100
305000,3,1160
395000,3,1500
560000,4,2940
650000,4,2010
449950,3,2170
517500,3,1430
435000,4,1510
329999,3,1150
950000,3,2150
447000,3,1370
699800,2,2380
850000,3,1370
316500,3,1600
942500,5,3750
1310000,2,3950
856600,4,2400
405600,5,2830
565000,4,2440
400000,3,1190
330000,3,1400
374950,4,2730
405300,3,2390
560000,3,2060
824000,4,2490
260000,3,1100
760000,4,2430
405000,3,3170
429900,4,2640
341500,3,1130
465250,5,1940
450000,2,1100
390000,3,1200
420000,3,2000
269950,3,1890
493000,4,1910
370000,4,2710
2250000,5,4860
305000,3,1250
400000,3,1590
320000,3,1240
715000,4,2000
650000,6,3610
218000,5,1930
500000,2,1280
460000,4,2090
232500,3,1940
408200,3,1800
522000,3,1730
675000,4,2810
1360000,4,3550
249950,4,1330
210000,2,750
429950,4,1760
737500,4,3200
710000,4,1740
470000,3,2100
1100000,4,4270
650000,3,1340
1220000,4,3190
422120,3,1630
625000,5,2990
385200,4,1550
500000,3,1690
308000,4,1960
565000,3,2390
581000,3,2600
361000,3,1950
345000,3,1250
419000,2,1180
347000,3,1680
625000,4,2220
2400000,4,4890
379000,3,2660
310000,3,1150
250000,2,1130
682000,5,2760
246500,3,1430
325000,3,1490
310950,4,2030
1100000,3,3010
287500,3,1810
431000,3,1810
226000,3,970
825000,3,2010
175000,4,1300
465750,3,1260
659000,4,2610
595000,3,1910
350000,3,1780
270000,4,1900
662500,6,2450
249900,3,1380
324500,3,1920
430000,2,1350
419950,2,1350
285000,4,2510
332000,4,2470
282000,4,1660
320000,3,1340
428750,3,1620
330000,3,2300
456500,4,2000
352000,3,1640
664000,4,1530
628000,3,4000
512000,3,1610
254000,3,2070
535800,4,1900
287653,3,1050
438000,3,1520
450000,4,2390
327000,5,2400
370500,4,1790
265000,3,1720
450000,4,2980
425000,3,1520
166600,3,1150
245000,1,380
565000,3,910
539900,3,1650
910000,3,2480
280000,4,2050
275000,3,1420
467000,3,3460
457500,3,1500
381156,2,1320
289999,5,2180
642450,3,1830
469950,3,1620
795000,3,2920
785000,4,3300
860000,3,3060
1100000,0,3064
147500,3,1530
390000,3,1910
229000,3,1020
185000,3,1150
414900,3,1260
200000,4,1920
225000,4,1800
720000,3,2040
930000,4,2200
1270000,5,3200
700000,5,2400
466000,2,1140
374000,3,1330
480000,3,1940
740000,3,3000
1010000,4,1820
395000,4,2910
340000,2,1090
209000,3,1230
431650,5,1710
980000,5,3160
660000,3,2680
730000,4,2190
291500,3,1260
905000,4,2970
800000,4,2570
839900,4,3810
200000,1,1010
300000,3,1480
530000,3,1250
314950,3,1654
255000,3,1410
550000,5,2160
435000,3,1400
234000,3,1420
615000,4,2500
205000,3,1410
384000,4,2100
324000,3,1750
645000,3,2070
570000,3,1570
324000,3,1920
270000,2,1000
290000,5,2120
250000,3,1440
342000,3,1660
255000,3,1340
800000,3,2380
451000,3,1560
990000,4,2780
288400,4,1860
420000,3,2390
359000,2,1370
390000,4,2570
300000,3,1320
545000,5,2520
288349,3,1250
299900,3,1560
891000,4,2330
1200000,3,3660
378000,4,2790
299995,2,1060
253000,3,2020
350000,3,1580
565000,4,2020
315000,2,970
570000,4,1490
971000,5,4390
915000,5,2750
419000,4,2150
260000,4,1810
1320000,3,2230
369950,3,2430
1030000,3,3680
435000,5,1410
601000,3,1330
460500,3,1490
720000,3,2020
851000,4,3130
550000,4,2670
700000,4,1980
323000,3,2100
345500,3,1350
378000,4,2140
650000,4,2208
385000,3,1010
425000,2,970
210000,4,1520
630000,4,2740
335000,3,1570
196500,3,1320
582800,4,2550
440000,3,1560
752500,4,2360
532500,3,1330
265000,3,1070
397500,3,1510
524250,3,1710
765000,4,2790
648000,4,2620
469500,5,2970
237500,3,1050
216000,3,1280
427200,3,1030
280000,3,1900
718000,5,3070
420000,2,1760
379000,2,930
326100,2,880
535000,3,1360
283000,4,2130
260000,3,1480
399000,4,1500
484950,3,1670
640000,4,2060
585000,4,2160
645000,4,2780
253000,3,1490
178500,2,740
291000,4,1860
199950,2,1590
553500,2,850
189950,2,1030
289000,3,1850
700000,4,1830
270000,3,1560
258000,4,1730
530000,3,1930
245000,3,1422
563000,3,1380
515000,3,2430
325000,4,2610
540000,3,2000
280300,2,920
460000,4,1750
475000,3,2020
900000,4,2460
538200,4,1780
429000,2,1080
164808,3,1250
520000,4,1870
475000,3,1700
283000,4,1480
321500,4,1930
840000,4,3130
287000,3,1370
375000,3,960
349500,3,1260
446450,3,1480
315000,4,1930
271310,2,870
315000,4,1300
245000,3,1490
543115,2,1380
900000,4,1190
2450000,4,4250
554000,2,1920
249900,3,2080
768000,3,3220
980000,4,3680
395000,5,2070
415000,3,1480
380000,4,2000
566000,3,1560
218500,2,1600
550000,4,1940
512031,3,1540
197500,2,820
470000,3,1780
590000,3,1560
465000,4,2210
499000,2,2040
515000,3,1920
716500,3,1930
410000,3,1700
850000,4,3450
1050000,4,3440
648000,4,2380
620000,4,2400
935000,4,5670
379000,3,1140
699000,3,1670
528000,4,1910
425000,3,1560
249500,2,1500
1040000,5,4475
790000,4,2840
399950,3,1020
275000,3,1410
550000,3,1520
140000,1,730
250000,3,1190
318000,3,1410
505000,2,1240
470500,5,2500
360000,3,1050
1240000,4,2680
986000,3,2380
515000,2,1060
320000,3,2300
310000,4,2010
356700,2,1090
775000,4,2320
325000,3,1040
208000,4,1810
825000,2,1150
515000,3,2360
490000,3,1970
675000,4,2690
360000,4,2080
550000,4,2080
225000,3,1370
500000,3,3410
385000,4,1850
837700,5,3010
448000,3,1530
730000,5,2690
575000,4,2810
430000,3,1810
435000,3,1560
241000,3,1010
453500,2,1000
285000,2,990
151000,2,720
1570000,5,6070
631000,5,2270
285000,2,1380
195000,3,1260
817500,4,2910
550000,3,1810
1130000,4,3160
609850,2,1910
200000,3,1230
367000,4,2960
285167,3,2200
275000,2,1270
350900,4,2540
660000,4,3030
525000,3,1520
262000,4,1560
690000,2,970
624000,5,3570
353000,3,1350
552500,4,3710
224500,4,1430
239000,3,940
975000,5,4300
1200000,4,3990
505000,3,1380
302000,4,2020
170000,3,1480
195000,2,1190
272000,5,2550
369000,5,2550
332500,3,1500
515000,3,3000
269000,3,1690
1280000,4,4390
303000,3,1560
420000,7,2940
400000,3,1130
225000,3,1020
219000,2,1310
605000,3,2570
625000,4,2020
380000,5,1680
620000,4,1770
687500,4,3190
225500,4,1440
252500,3,1150
510000,3,1860
510000,4,2430
725000,3,1940
75000,1,670
492000,2,880
425000,4,1930
1960000,4,3120
298900,3,1830
699000,4,3230
310000,2,700
350000,3,1010
790000,4,2460
305000,4,2230
315000,3,1570
267500,5,2390
1750000,4,3460
435000,6,2400
482500,6,2940
5110000,5,8010
439995,3,1570
460000,3,1520
194000,3,1070
290000,2,440
274700,4,2440
900000,4,2660
1150000,4,4460
605000,3,2010
359000,3,1450
850000,3,1400
505000,3,1500
565000,3,2500
585000,2,1280
328000,4,3380
749950,4,2910
826000,4,3060
535000,3,1330
925000,4,3300
875000,3,3250
902000,4,2530
423000,3,1830
235000,3,1170
545000,2,2930
343000,2,1230
334950,3,1620
405000,3,1760
220000,4,1440
173000,2,1740
655000,3,1270
406000,2,880
632000,6,2560
357000,5,1540
361000,3,1150
277000,2,770
630000,4,4610
254000,3,1850
472800,3,1840
263000,3,1490
510000,3,1490
179950,3,960
525000,4,1580
479000,3,1260
651000,3,1940
949000,4,2490
392400,5,2520
585000,4,1760
460000,4,4190
470000,3,1170
245000,3,1600
500000,4,2760
455000,3,2090
485500,4,2320
1880000,5,4110
100000,2,770
307000,3,1410
475000,4,3660
330000,4,2180
130000,3,1110
320000,3,2280
735000,4,2820
365000,4,1570
234000,3,1200
211000,4,1710
680000,6,3000
457000,4,2800
349000,3,1640
360000,3,2030
350000,4,2530
208000,3,990
250275,2,790
435000,2,790
270000,3,1800
438000,3,1650
659000,4,1980
645000,4,2340
685100,4,2790
350000,7,2800
375000,2,1840
170000,3,1350
880000,4,3030
410500,4,1980
780000,4,3690
1230000,5,3732
449000,2,1510
546000,3,2000
317000,3,1760
276900,3,1270
399000,5,2620
495000,5,2630
258000,3,2270
600000,2,2410
265000,3,1120
321000,5,3030
682000,5,2120
295700,4,1720
609000,4,2150
995000,3,4380
530000,3,2010
614000,5,3150
390000,3,2500
467000,3,1690
484000,6,3300
340000,3,1240
302495,3,2200
532500,3,1620
441500,3,2420
470000,4,2680
2300000,4,4250
590000,3,2400
320000,3,2300
363000,2,920
747500,4,2350
750000,2,2630
831000,4,2170
403000,3,1700
445000,3,2470
345000,3,1250
2260000,3,3110
371025,3,1530
355000,2,960
270000,3,1240
425000,4,2440
364808,3,2320
320000,3,1580
325000,4,2963
350000,3,2470
170000,3,1370
255000,2,960
550000,3,1130
835000,4,4930
420000,3,1150
925000,4,2190
389250,2,1490
748000,3,2600
284000,3,1530
588000,4,1680
372500,3,1680
285000,4,1900
360000,3,1570
275000,3,1370
428000,2,1350
847000,6,3010
316000,3,1010
375000,3,2050
533000,3,1670
556000,5,3840
225000,4,2220
537250,4,2590
255000,3,1180
530000,4,2950
5300000,6,7390
595000,3,2150
548000,4,2100
234975,3,1650
600000,3,1620
432000,4,1750
455000,3,1380
279950,3,1510
267500,3,1600
620000,4,1840
110000,2,830
625000,3,1810
389000,2,910
1200000,4,2120
788500,4,2510
567000,5,2100
515000,2,2690
605000,4,2430
430000,4,2452
805000,2,1550
567500,3,2080
647500,3,1290
495000,2,1850
825000,4,3370
435000,4,2730
445950,3,1300
960000,5,3040
780000,4,2440
274500,3,1720
729953,5,3230
464950,3,1200
620000,4,2350
735000,4,3100
450000,4,2040
450000,4,2000
842500,4,2160
360000,3,1970
585000,3,2270
461000,3,1850
345000,2,1350
1080000,3,3280
643000,4,2270
690000,4,2820
282000,4,1200
549000,3,2000
815000,3,2310
2200000,5,4640
700000,3,2330
933399,3,3940
290000,3,1440
372000,4,1960
450000,2,1250
303700,3,1981
672000,4,2440
334000,4,1150
260000,2,1120
749950,3,1800
330000,4,2380
830000,5,2920
1130000,3,2790
320000,3,1560
260000,2,1550
225000,3,1700
279200,1,640
520000,4,2680
505000,3,1860
234000,3,1490
503000,4,2470
606000,4,2390
433500,3,1230
250000,3,2840
719000,3,2120
381000,3,1770
267000,3,2495
275000,1,1170
651000,4,2740
439000,2,1050
325000,2,1130
490000,2,880
519900,4,2403
545000,4,3410
1060000,4,5320
542000,4,1900
465000,4,1810
408000,2,1200
292000,4,2060
253000,3,1250
280000,2,910
658588,3,2560
635000,4,1920
439000,4,2240
300000,3,1260
345000,3,1360
283500,4,2100
425000,2,2110
685000,3,2210
750000,3,2360
245000,4,1280
585444,6,2740
706000,4,2740
445000,4,2630
241000,3,1650
1180000,2,1770
530000,3,1500
350000,3,1430
1700000,4,3190
389000,3,1280
799000,4,2390
1400000,4,4040
340895,2,920
780000,4,2730
350000,2,1320
470000,3,2620
914600,4,3180
354000,4,2900
470000,5,1900
715000,3,1760
265000,2,760
2540000,4,3710
640000,3,1530
290000,4,1990
480000,5,3830
535000,3,2040
907000,3,2170
459000,3,1620
1360000,3,3600
264950,3,1470
352950,3,1760
491500,3,2230
1230000,4,3770
369500,3,1200
566000,3,2090
290000,3,1500
5350000,5,8000
180000,3,870
215000,2,1010
302000,2,1010
352500,3,1860
235867,4,1330
500000,3,1760
382000,3,1800
515000,5,1690
250000,1,660
672500,3,2400
755000,3,3020
707500,3,1500
459000,4,1560
140000,3,1090
495000,2,970
757000,3,3190
765000,3,3190
359000,4,1890
440000,3,1050
400000,4,1390
652000,3,1700
260000,3,1050
1330000,5,3340
519500,4,1540
650000,3,1710
280000,4,2100
515000,4,1730
400000,3,1500
652100,3,2380
235000,6,2180
701000,4,1840
640000,4,2341
455800,3,1690
504750,3,2490
483000,3,2440
530000,3,920
250000,2,1030
229950,5,2000
884744,4,4210
514000,3,1610
532000,3,1910
423000,4,2660
420000,2,820
521000,3,1730
577000,4,2360
425000,3,970
495000,4,2460
340000,3,2690
499950,3,1820
1220000,4,3470
720000,4,3370
249000,3,1700
206135,3,1340
300000,5,2000
612000,6,3840
1100000,5,3890
230000,4,1220
850000,3,2280
355000,4,2770
442000,4,2520
399000,4,3060
360000,4,2390
390000,3,1320
413000,5,2900
190000,2,700
432900,3,2210
621138,3,2180
270000,3,2080
610000,4,2090
500000,3,1720
715000,4,2460
264000,3,1470
550000,3,1650
337000,3,1690
170000,3,970
405000,4,2030
775000,4,2540
425000,3,1570
713000,5,2580
555000,5,2090
810000,4,3260
1250000,4,3830
819000,3,2130
409900,3,1690
935000,2,1780
657500,4,1620
900000,6,4210
932800,5,2980
391000,3,1490
420000,4,2110
1300000,6,6563
415000,3,1510
350000,3,1830
375000,2,1230
860000,3,2180
495000,4,2220
250000,4,1730
365000,4,1990
503000,3,1540
150000,2,1100
450000,4,1640
355000,4,2590
245000,3,1450
265900,3,1180
299000,4,1820
957500,4,2360
343000,3,1120
307500,3,1646
937500,5,4210
610000,3,2480
720000,3,1590
610000,4,2130
434500,3,1650
602500,2,3090
607010,4,2180
610000,3,1800
828500,4,3720
199990,3,1100
294000,3,1530
789500,4,3010
797000,3,3500
539950,5,3100
284950,4,2000
776500,4,2290
525000,4,2400
303000,3,1850
722080,3,3680
140000,3,1060
235000,3,1060
440000,3,1610
605000,3,2330
380000,2,1210
352000,4,1530
420000,4,2270
1180000,4,2590
1380000,3,1850
300000,3,1500
1150000,4,4740
453500,2,1710
443500,3,1920
332000,2,1150
655000,3,2320
475000,4,1420
372500,3,1550
1050000,4,2920
500000,3,1620
900000,6,2300
327500,3,1070
390000,3,1790
451101,2,1510
455000,4,1340
650000,4,3350
895000,3,2500
800000,4,2350
703770,4,2550
249950,3,1320
512000,2,1270
780000,5,3480
336000,3,2820
285000,3,2110
229900,3,1100
667500,4,1920
378000,4,1890
454000,3,2530
537500,4,2550
425000,3,1550
290000,3,1760
349500,3,1270
370000,3,1250
549500,3,1620
245000,2,710
208000,3,1070
248000,4,2320
610000,4,5450
550000,4,1670
750000,3,3010
192000,2,1340
169317,2,790
1200000,4,3400
880000,2,1530
210000,1,930
180500,3,1540
540000,4,1990
520000,3,2300
177500,3,1220
415000,3,2380
495000,4,2020
325000,3,1890
440000,2,1330
411000,3,1490
810000,5,3550
561750,5,2040
835100,4,2380
450000,3,1780
238000,3,1650
299000,3,1510
570000,2,1100
340000,3,2190
450000,2,1760
272750,4,1800
520000,4,2000
284950,3,990
255000,2,1480
231500,2,1200
415000,1,3000
330000,4,3504
365000,3,1300
425000,4,1330
400000,4,1850
335000,4,2240
342000,3,1260
490000,8,2800
331500,4,1820
960000,3,1730
720500,4,3350
830000,3,3370
662990,3,1240
220000,4,2340
349950,5,1880
550000,3,1810
396000,3,2340
635000,4,2820
293000,3,1020
339000,3,2090
285000,4,1830
775000,6,2980
224000,4,1600
2250000,4,4440
165050,3,1200
275000,3,1230
445000,5,2930
510000,3,2370
1230000,4,3040
390000,3,1610
460000,3,2350
700000,3,2000
874150,4,3530
470000,3,2220
374000,3,2000
510000,2,1210
467000,2,1140
576000,4,2440
196440,3,1560
825000,4,3210
281000,2,930
326000,3,1782
340000,3,1740
440000,5,3690
749000,4,2930
340000,4,1230
561000,3,2000
270000,3,1520
600000,2,1040
219900,4,1120
617000,3,3020
469000,3,1820
229000,3,1370
1270000,4,3130
365000,3,1640
429000,4,2650
550000,4,2850
453000,3,1820
187500,3,1180
520500,6,1880
300000,3,1280
799000,4,3120
338000,3,2470
800000,3,1700
360000,2,1180
442500,6,2800
700000,4,1300
830000,5,3040
360400,3,1630
345000,3,1340
300000,3,1830
350000,3,1240
368000,4,2500
264000,3,1760
435000,3,2660
200000,3,2060
620000,5,2540
1680000,5,4830
337000,3,1400
1930000,4,4280
544500,4,2230
252000,1,680
445000,4,2340
379500,3,2070
189950,4,1910
469000,3,950
600000,5,2910
785000,3,2930
372000,4,2610
445000,5,3880
508000,4,3320
780000,5,1940
541100,4,2510
729000,4,2660
