1
1000
560000,2550
1350000,4800
799000,2510
365500,1410
252350,1650
403950,2120
385000,2040
345000,1550
490000,1980
330000,1600
927000,3300
1120000,3840
330000,1220
530000,2720
365000,1940
378750,2160
269900,1530
557000,1710
360000,3730
352000,940
437000,1750
322500,1820
650000,1510
450000,1290
278500,1570
364950,1930
840000,2840
268000,1550
517534,833
632925,2990
577500,2000
339000,2390
570000,2910
563500,2085
423000,2200
355000,1860
1550000,6070
482000,950
625000,1600
538000,2250
380000,2280
375000,940
245000,1530
310000,2190
1300000,2350
397000,1440
365000,2200
328500,2290
988000,4040
1000000,2610
237000,1490
525000,2450
749000,1710
722500,4870
843000,3130
438000,1270
578000,2120
227950,1670
196000,2070
641000,1420
350000,1250
205000,940
400000,1920
1030000,3545
505000,1260
475000,2340
520000,2590
1450000,3970
333500,1220
232000,1400
691100,2360
811000,1870
551000,2830
496500,2260
705000,1970
578000,3140
255000,1240
1050000,3450
348000,2570
230000,1510
359500,2390
330000,980
80000,430
465000,1480
325000,1850
340500,2270
342500,1810
290900,1610
868700,3840
1200000,4110
1150000,4190
859900,3390
520000,1890
460000,1610
438924,1050
315000,630
590000,2910
378500,1700
328500,1950
849950,2990
525000,1350
1390000,4860
295000,2160
1070000,4860
207950,890
699900,2810
1280000,3400
452000,1580
370000,1680
232000,1300
669950,2820
397500,1510
490000,1230
725000,2110
299000,3080
625000,1490
437500,2120
650000,3180
475000,1490
342000,1930
1200000,2770
280000,1670
240000,1330
529000,1210
442000,1190
615000,1540
1490000,4030
585000,2430
480000,2600
1100000,4410
290000,1330
615000,1900
300000,1100
308000,1980
750000,2400
2250000,4760
890000,3180
288000,1190
190000,630
515000,2530
235000,1690
275000,940
727500,1240
650000,3040
1600000,6050
365000,1590
662000,2500
270500,1780
200000,1360
970000,4740
160000,1010
204000,1040
358000,1610
452000,1570
595000,1510
249000,1360
346900,1970
2130000,5403
280000,1560
318888,2320
530000,2120
375000,2120
910000,3350
782000,2380
259950,1070
315000,2300
215000,1320
705000,2180
1450000,4380
451000,1790
261000,750
396000,1300
725000,2990
1950000,4640
238000,1400
750000,2750
331500,2050
460000,2230
404950,2340
880000,2870
863000,4120
638700,2080
435000,1840
260000,1180
671500,2160
610000,1180
405000,1160
338900,1830
720000,3200
442000,2560
650000,2550
263500,1330
300000,1220
266000,1805
930000,6050
530000,2320
180000,1384
619000,2720
264000,1820
730000,2130
439000,2060
268500,1420
330000,1510
640000,2160
900000,3180
370000,2110
685000,2060
505000,1830
265000,1820
290000,1610
296000,1780
360000,1840
240500,1460
372500,1400
595000,3370
515000,3590
1220000,3200
507000,1670
399950,2420
185000,1430
460000,1440
435500,1450
469000,3550
531000,1270
443500,940
223000,1670
590000,3100
340000,1100
650000,1870
533600,1930
695000,2540
242000,1280
425000,1820
525000,1490
485000,1880
175000,1250
210000,1440
260000,1920
577000,2060
200000,1210
605000,1760
325000,990
289500,960
559950,1660
1040000,1900
543500,1270
480000,3250
218000,960
565000,1330
426700,2080
650000,2690
542000,890
415000,1070
214000,1200
245000,1360
314500,2050
1120000,3000
378000,1300
305000,2250
595000,3740
729500,1660
430000,2360
240000,1760
545000,1680
530000,1320
157000,870
425000,1260
220000,1000
521000,2020
325000,1920
597500,2150
337000,1470
1000000,3180
3070000,3930
495000,990
748000,2770
888000,1250
269900,1140
496500,2250
475000,1640
312000,1255
323000,1290
331000,1300
306000,1220
655000,2630
290000,1950
1250000,3160
460000,1550
435000,1700
664000,2510
865000,1800
385000,1800
497000,1870
280000,1010
188000,1120
478500,2090
1150000,4370
222000,1440
799000,2580
609900,3190
413000,2380
400000,1420
802541,2990
320000,2680
507000,2730
387500,1220
396000,1500
373000,1830
1480000,4570
359900,2470
410000,800
690000,2900
245000,1410
700000,2830
268000,1680
225000,1760
980000,2240
795000,1380
195000,820
480000,2180
485000,1400
130000,880
325000,1060
440000,1530
550000,2480
310000,1490
530000,3660
390000,2340
243000,1450
639000,2210
215000,1130
405000,1550
250000,1710
405500,1010
452000,2660
730000,2660
267000,1300
289950,1670
565000,960
1580000,4670
636000,2140
350000,2520
320000,1650
210000,1440
245000,1050
328000,1470
985000,4230
501000,1970
315000,1540
403000,2090
550000,2380
347500,2156
365000,2070
588000,1910
605000,1920
1300000,3400
233000,1400
360000,2210
459000,1170
740000,2100
305000,1160
395000,1500
560000,2940
650000,2010
449950,2170
517500,1430
435000,1510
329999,1150
950000,2150
447000,1370
699800,2380
850000,1370
316500,1600
942500,3750
1310000,3950
856600,2400
405600,2830
565000,2440
400000,1190
330000,1400
374950,2730
405300,2390
560000,2060
824000,2490
260000,1100
760000,2430
405000,3170
429900,2640
341500,1130
465250,1940
450000,1100
390000,1200
420000,2000
269950,1890
493000,1910
370000,2710
2250000,4860
305000,1250
400000,1590
320000,1240
715000,2000
650000,3610
218000,1930
500000,1280
460000,2090
232500,1940
408200,1800
522000,1730
675000,2810
1360000,3550
249950,1330
210000,750
429950,1760
737500,3200
710000,1740
470000,2100
1100000,4270
650000,1340
1220000,3190
422120,1630
625000,2990
385200,1550
500000,1690
308000,1960
565000,2390
581000,2600
361000,1950
345000,1250
419000,1180
347000,1680
625000,2220
2400000,4890
379000,2660
310000,1150
250000,1130
682000,2760
246500,1430
325000,1490
310950,2030
1100000,3010
287500,1810
431000,1810
226000,970
825000,2010
175000,1300
465750,1260
659000,2610
595000,1910
350000,1780
270000,1900
662500,2450
249900,1380
324500,1920
430000,1350
419950,1350
285000,2510
332000,2470
282000,1660
320000,1340
428750,1620
330000,2300
456500,2000
352000,1640
664000,1530
628000,4000
512000,1610
254000,2070
535800,1900
287653,1050
438000,1520
450000,2390
327000,2400
370500,1790
265000,1720
450000,2980
425000,1520
166600,1150
245000,380
565000,910
539900,1650
910000,2480
280000,2050
275000,1420
467000,3460
457500,1500
381156,1320
289999,2180
642450,1830
469950,1620
795000,2920
785000,3300
860000,3060
1100000,3064
147500,1530
390000,1910
229000,1020
185000,1150
414900,1260
200000,1920
225000,1800
720000,2040
930000,2200
1270000,3200
700000,2400
466000,1140
374000,1330
480000,1940
740000,3000
1010000,1820
395000,2910
340000,1090
209000,1230
431650,1710
980000,3160
660000,2680
730000,2190
291500,1260
905000,2970
800000,2570
839900,3810
200000,1010
300000,1480
530000,1250
314950,1654
255000,1410
550000,2160
435000,1400
234000,1420
615000,2500
205000,1410
384000,2100
324000,1750
645000,2070
570000,1570
324000,1920
270000,1000
290000,2120
250000,1440
342000,1660
255000,1340
800000,2380
451000,1560
990000,2780
288400,1860
420000,2390
359000,1370
390000,2570
300000,1320
545000,2520
288349,1250
299900,1560
891000,2330
1200000,3660
378000,2790
299995,1060
253000,2020
350000,1580
565000,2020
315000,970
570000,1490
971000,4390
915000,2750
419000,2150
260000,1810
1320000,2230
369950,2430
1030000,3680
435000,1410
601000,1330
460500,1490
720000,2020
851000,3130
550000,2670
700000,1980
323000,2100
345500,1350
378000,2140
650000,2208
385000,1010
425000,970
210000,1520
630000,2740
335000,1570
196500,1320
582800,2550
440000,1560
752500,2360
532500,1330
265000,1070
397500,1510
524250,1710
765000,2790
648000,2620
469500,2970
237500,1050
216000,1280
427200,1030
280000,1900
718000,3070
420000,1760
379000,930
326100,880
535000,1360
283000,2130
260000,1480
399000,1500
484950,1670
640000,2060
585000,2160
645000,2780
253000,1490
178500,740
291000,1860
199950,1590
553500,850
189950,1030
289000,1850
